0.090908 0.478936 0.070933 0.841334 0.942342 0.895673 0.765347 0.915591 0.950071 0.311641 0.782979 0.371659 0.362555 0.427474 0.938883 0.458967 0.835936 0.793173 0.632236 0.373228 0.292083 0.987585 0.684909 0.941148 0.805076 0.666449 0.619597 0.011481 0.324712 0.905837 0.053202 0.393700 0.142517 0.104205 0.433017 0.429517 0.463641 0.309583 0.817127 0.357688 0.675166 0.551116 0.994106 0.877904 0.049145 0.716716 0.952617 0.359095 0.430620 0.656989
0.254203 0.999262 0.856373 0.895167 0.399103 0.276477 0.096707 0.315014 0.485709 0.492479 0.533076 0.500085 0.482781 0.437721 0.225280 0.573778 0.394824 0.863773 0.966184 0.575707 0.475419 0.641113 0.006959 0.038721 0.623554 0.769513 0.074626 0.508373 0.692919 0.004249 0.410931 0.963051 0.464651 0.237211 0.013011 0.689354 0.492915 0.596273 0.789508 0.287958 0.263732 0.405465 0.567706 0.232322 0.358773 0.963729 0.589757 0.402031 0.875392 0.339883
0.844100 0.449312 0.285625 0.697718 0.948497 0.469066 0.405654 0.911302 0.489931 0.659141 0.640095 0.792487 0.750791 0.267068 0.244595 0.635853 0.435539 0.325543 0.917179 0.745109 0.898740 0.677570 0.223169 0.992818 0.776222 0.642040 0.953762 0.916813 0.262213 0.336295 0.044814 0.781367 0.055474 0.619150 0.229638 0.359240 0.197036 0.296864 0.732031 0.712285 0.550267 0.589717 0.951271 0.356393 0.420089 0.664794 0.289349 0.342734 0.561161 0.561133
0.106292 0.036608 0.069269 0.939539 0.749240 0.605534 0.738970 0.910662 0.460022 0.624960 0.313925 0.440004 0.958007 0.350107 0.522844 0.828208 0.445314 0.713006 0.634384 0.462077 0.851914 0.998413 0.418335 0.479882 0.141126 0.159851 0.869146 0.085676 0.719565 0.949541 0.492591 0.628906 0.295266 0.706033 0.882419 0.294645 0.537990 0.174511 0.850547 0.973602 0.635511 0.666094 0.753030 0.163615 0.135651 0.379199 0.397777 0.661013 0.262245 0.307568
0.499720 0.589887 0.837575 0.195575 0.996641 0.218445 0.375028 0.494084 0.309711 0.406854 0.654465 0.109064 0.930339 0.394601 0.866096 0.427626 0.997358 0.292763 0.836807 0.232914 0.382424 0.900113 0.875984 0.195697 0.894867 0.518601 0.760619 0.290164 0.546542 0.102806 0.899146 0.601314 0.221653 0.571150 0.749215 0.208310 0.832751 0.215401 0.857904 0.697659 0.373313 0.411180 0.227455 0.752572 0.963962 0.866773 0.855091 0.242104 0.295353 0.464424
0.784564 0.831496 0.133535 0.981565 0.735734 0.809068 0.475784 0.187114 0.638691 0.357827 0.631581 0.680725 0.766498 0.249551 0.254085 0.885766 0.438506 0.129110 0.694142 0.266058 0.441675 0.141770 0.514962 0.073339 0.905573 0.573444 0.815748 0.687611 0.203219 0.287670 0.760920 0.477316 0.560937 0.918999 0.230464 0.364653 0.711703 0.086480 0.729690 0.092835 0.994564 0.320445 0.024997 0.236535 0.799812 0.511510 0.102958 0.482047 0.667080 0.371135
0.606011 0.212825 0.102125 0.951237 0.528634 0.823541 0.511455 0.084879 0.336561 0.274903 0.582983 0.940609 0.174379 0.204974 0.986030 0.922252 0.652179 0.980698 0.394493 0.048055 0.460999 0.336420 0.628658 0.759425 0.901837 0.630127 0.465768 0.672222 0.614334 0.078664 0.912384 0.824207 0.367485 0.864228 0.816434 0.315446 0.347247 0.599956 0.996191 0.087350 0.964518 0.414095 0.911785 0.479993 0.675494 0.278046 0.765422 0.675026 0.582972 0.614679
0.482514 0.635222 0.251853 0.846169 0.638929 0.790492 0.813149 0.823686 0.524074 0.658923 0.205395 0.741433 0.806508 0.636999 0.755368 0.328361 0.469683 0.103328 0.794164 0.570653 0.358366 0.720343 0.597098 0.640270 0.100548 0.229650 0.540417 0.799613 0.524552 0.898503 0.459313 0.255401 0.659398 0.680483 0.250125 0.306344 0.403656 0.265783 0.364101 0.147740 0.798401 0.346264 0.454841 0.850481 0.164744 0.023391 0.704036 0.321360 0.835372 0.978765
0.642229 0.592206 0.405782 0.623999 0.330974 0.257572 0.713210 0.510579 0.429510 0.416701 0.770106 0.173043 0.604805 0.649107 0.368058 0.474695 0.260213 0.170961 0.785291 0.429333 0.654194 0.175162 0.664403 0.038303 0.690390 0.502327 0.384930 0.952447 0.209096 0.464088 0.528960 0.296304 0.220580 0.414691 0.899380 0.693480 0.896120 0.340147 0.773541 0.669901 0.103534 0.880359 0.939791 0.543167 0.945797 0.155478 0.262739 0.965056 0.475318 0.195826
0.249357 0.828479 0.274975 0.495975 0.486280 0.512600 0.316789 0.223278 0.446121 0.588168 0.642033 0.475257 0.996602 0.851911 0.852517 0.267322 0.166052 0.701591 0.325264 0.421741 0.321357 0.371496 0.730140 0.736110 0.981022 0.288938 0.862497 0.637669 0.073870 0.578393 0.745076 0.952192 0.794261 0.638461 0.950904 0.021081 0.860832 0.851372 0.470739 0.023390 0.089391 0.876165 0.750356 0.368631 0.646678 0.525897 0.084332 0.285245 0.436007 0.712144
0.018924 0.315608 0.930167 0.330735 0.696912 0.699317 0.766270 0.613097 0.388370 0.222428 0.486176 0.617987 0.046445 0.440038 0.140081 0.134786 0.010195 0.177363 0.050137 0.049777 0.355211 0.063561 0.092040 0.715096 0.103147 0.169784 0.281609 0.709474 0.620204 0.024926 0.176462 0.519649 0.491767 0.003889 0.103983 0.335212 0.164179 0.716843 0.905583 0.710571 0.695623 0.033647 0.157847 0.435667 0.237956 0.464403 0.757594 0.163389 0.916573 0.769509
